Id,Source,Target,Interaction,Type
198115,Bubo virginianus,Procyon lotor,eats,directed
209176,Cathartes aura,Procyon lotor,eats,directed
209291,Coragyps atratus,Procyon lotor,eats,directed
214225,Aquila chrysaetos,Procyon lotor,eats,directed
216493,Haliaeetus leucocephalus,Procyon lotor,eats,directed
590946,Aonchotheca putorii,Procyon lotor,parasiteOf,directed
591037,Macracanthorhynchus ingens,Procyon lotor,parasiteOf,directed
592640,Molineus barbatus,Procyon lotor,parasiteOf,directed
593525,Dracunculus insignis,Procyon lotor,parasiteOf,directed
593666,Spirometra mansonoides,Procyon lotor,parasiteOf,directed
593861,Pearsonema plica,Procyon lotor,parasiteOf,directed
594128,Gnathostoma lamothei,Procyon lotor,parasiteOf,directed
594264,Placoconus lotoris,Procyon lotor,parasiteOf,directed
594324,Gnathostoma procyonis,Procyon lotor,parasiteOf,directed
594581,Physaloptera rara,Procyon lotor,parasiteOf,directed
594651,Dioctophyma renale,Procyon lotor,parasiteOf,directed
1223134,Trypanosoma cruzi,Procyon lotor,parasiteOf,directed
1223163,Toxoplasma gondii,Procyon lotor,parasiteOf,directed
1223171,Sarcocystis neurona,Procyon lotor,parasiteOf,directed
1223180,Sarcocystis kirkpatricki,Procyon lotor,parasiteOf,directed
1223190,Salmonella enterica,Procyon lotor,parasiteOf,directed
1223223,Neospora caninum,Procyon lotor,parasiteOf,directed
1223227,Mycobacterium avium,Procyon lotor,parasiteOf,directed
1223240,Physaloptera maxillaris,Procyon lotor,parasiteOf,directed
1223265,Leptospira interrogans,Procyon lotor,parasiteOf,directed
1223339,Ixodes scapularis,Procyon lotor,parasiteOf,directed
1223342,Heterobilharzia americana,Procyon lotor,parasiteOf,directed
1223356,Hepatozoon procyonis,Procyon lotor,parasiteOf,directed
1223358,Eurytrema procyonis,Procyon lotor,parasiteOf,directed
1223366,Ehrlichia chaffeensis,Procyon lotor,parasiteOf,directed
1223379,Dirofilaria immitis,Procyon lotor,parasiteOf,directed
1223380,Dermacentor variabilis,Procyon lotor,parasiteOf,directed
1223394,Cuterebra grisea,Procyon lotor,parasiteOf,directed
1223395,Cuterebra fontinella,Procyon lotor,parasiteOf,directed
1223397,Staphylococcus aureus,Procyon lotor,parasiteOf,directed
1223400,Stachiella octomaculatus,Procyon lotor,parasiteOf,directed
1223403,Chaetopsylla lotoris,Procyon lotor,parasiteOf,directed
1223408,Orchopeas howardi,Procyon lotor,parasiteOf,directed
1223441,Centrorhynchus conspectus,Procyon lotor,parasiteOf,directed
1223473,Capillaria procyonis,Procyon lotor,parasiteOf,directed
1223474,Trichinella spiralis,Procyon lotor,parasiteOf,directed
1223477,Candida albicans,Procyon lotor,parasiteOf,directed
1223478,Brugia beaveri,Procyon lotor,parasiteOf,directed
1223479,Borrelia burgdorferi,Procyon lotor,parasiteOf,directed
1223496,Baylisascaris procyonis,Procyon lotor,parasiteOf,directed
1223528,Cryptosporidium parvum,Procyon lotor,parasiteOf,directed
1223603,Porrocaecum decipiens,Procyon lotor,parasiteOf,directed
1223611,Baylisascaris columnaris,Procyon lotor,parasiteOf,directed
1223614,Staphylococcus intermedius,Procyon lotor,parasiteOf,directed
1223616,Pseudomonas aeruginosa,Procyon lotor,parasiteOf,directed
1223618,Escherichia coli,Procyon lotor,parasiteOf,directed
1223619,Enterococcus faecalis,Procyon lotor,parasiteOf,directed
1223622,Ixodes tanuki,Procyon lotor,parasiteOf,directed
1223623,Ixodes persulcatus,Procyon lotor,parasiteOf,directed
1223624,Ixodes ovatus,Procyon lotor,parasiteOf,directed
1223646,Mansonella llewellyni,Procyon lotor,parasiteOf,directed
1223647,Dirofilaria tenuis,Procyon lotor,parasiteOf,directed
1223669,Taenia pisiformis,Procyon lotor,parasiteOf,directed
1223688,Microphallus turgidus,Procyon lotor,parasiteOf,directed
1223700,Pharyngostomoides procyonis,Procyon lotor,parasiteOf,directed
1223704,Paragonimus kellicotti,Procyon lotor,parasiteOf,directed
1223711,Metagonimoides oregonensis,Procyon lotor,parasiteOf,directed
1223712,Mesostephanus appendiculatoides,Procyon lotor,parasiteOf,directed
1223713,Mesocestoides lineatus,Procyon lotor,parasiteOf,directed
1223717,Maritreminoides nettae,Procyon lotor,parasiteOf,directed
1223722,Gyrosoma singularis,Procyon lotor,parasiteOf,directed
1223728,Fibricola cartera,Procyon lotor,parasiteOf,directed
1223734,Euryhelmis squamula,Procyon lotor,parasiteOf,directed
1223739,Crenosoma goblei,Procyon lotor,parasiteOf,directed
1223749,Brachylaima virginianum,Procyon lotor,parasiteOf,directed
1223750,Capillaria putorii,Procyon lotor,parasiteOf,directed
1223757,Parallelorchis diglossus,Procyon lotor,parasiteOf,directed
1223763,Fibricola texensis,Procyon lotor,parasiteOf,directed
1223772,Ascaris suum,Procyon lotor,parasiteOf,directed
1223773,Ascaris lumbricoides,Procyon lotor,parasiteOf,directed
1223780,Stephanoprora spinosa,Procyon lotor,parasiteOf,directed
1223783,Ribeiroia ondatrae,Procyon lotor,parasiteOf,directed
1223784,Procyotrema marsupiformis,Procyon lotor,parasiteOf,directed
1223785,Procyonostrongylus muelleri,Procyon lotor,parasiteOf,directed
1223786,Plagiorchis muris,Procyon lotor,parasiteOf,directed
1223801,Pharyngostomoides adenocephala,Procyon lotor,parasiteOf,directed
1223803,Parametorchis complexus,Procyon lotor,parasiteOf,directed
1223813,Metorchis conjunctus,Procyon lotor,parasiteOf,directed
1223838,Gynaecotyla adunca,Procyon lotor,parasiteOf,directed
1223839,Gongylonema pulchrum,Procyon lotor,parasiteOf,directed
1223847,Filaria taxideae,Procyon lotor,parasiteOf,directed
1223881,Capillaria plica,Procyon lotor,parasiteOf,directed
1223882,Apophallus venustus,Procyon lotor,parasiteOf,directed
1223894,Toxascaris leonina,Procyon lotor,parasiteOf,directed
1223949,Cruzia americana,Procyon lotor,parasiteOf,directed
1223963,Angiostrongylus costaricensis,Procyon lotor,parasiteOf,directed
1223965,Pulex simulans,Procyon lotor,parasiteOf,directed
1223967,Ixodes texanus,Procyon lotor,parasiteOf,directed
1223969,Ixodes cookei,Procyon lotor,parasiteOf,directed
1223972,Androlaelaps casalis,Procyon lotor,parasiteOf,directed
1223973,Strongyloides procyonis,Procyon lotor,parasiteOf,directed
1223976,Sphaerirostris lanceoides,Procyon lotor,parasiteOf,directed
1223980,Southwellina hispida,Procyon lotor,parasiteOf,directed
1223983,Porrorchis oti,Procyon lotor,parasiteOf,directed
1223986,Plagiorhynchus ogatai,Procyon lotor,parasiteOf,directed
1223997,Molineus legerae,Procyon lotor,parasiteOf,directed
1224001,Metagonimus yokogawai,Procyon lotor,parasiteOf,directed
1224004,Metagonimus takahashii,Procyon lotor,parasiteOf,directed
1224011,Macroorchis spinulosus,Procyon lotor,parasiteOf,directed
1224015,Isthmiophora hortensis,Procyon lotor,parasiteOf,directed
1224020,Contracaecum spiculigerum,Procyon lotor,parasiteOf,directed
1224023,Concinnum ten,Procyon lotor,parasiteOf,directed
1224024,Ancylostoma kusimaense,Procyon lotor,parasiteOf,directed
1224026,Arthrostoma miyazakiense,Procyon lotor,parasiteOf,directed
1224028,Centrorhynchus bazaleticus,Procyon lotor,parasiteOf,directed
1224030,Sphaerirostris picae,Procyon lotor,parasiteOf,directed
1224037,Taenia hydatigena,Procyon lotor,parasiteOf,directed
1224059,Hydatigera taeniaeformis,Procyon lotor,parasiteOf,directed
1224086,Ehrlichia muris,Procyon lotor,parasiteOf,directed
1224089,Ehrlichia canis,Procyon lotor,parasiteOf,directed
1224091,Anaplasma phagocytophilum,Procyon lotor,parasiteOf,directed
1224098,Ixodes affinis,Procyon lotor,parasiteOf,directed
1224105,Amblyomma americanum,Procyon lotor,parasiteOf,directed
1224107,Amblyomma maculatum,Procyon lotor,parasiteOf,directed
1224118,Ornithonyssus bacoti,Procyon lotor,parasiteOf,directed
1224139,Profilicollis botulus,Procyon lotor,parasiteOf,directed
1224140,Pricetrema zolophi,Procyon lotor,parasiteOf,directed
1224141,Alaria taxideae,Procyon lotor,parasiteOf,directed
1224142,Ascorhytis charadriformis,Procyon lotor,parasiteOf,directed
1224144,Brachylaima fuscatus,Procyon lotor,parasiteOf,directed
1224148,Microphallus similis,Procyon lotor,parasiteOf,directed
1224151,Plagiorchis vespertilionis,Procyon lotor,parasiteOf,directed
1224152,Plagiorhynchus cylindraceus,Procyon lotor,parasiteOf,directed
1224153,Troglotrema mustelae,Procyon lotor,parasiteOf,directed
1224165,Prosthodendrium naviculum,Procyon lotor,parasiteOf,directed
1224190,Ascocotyle longa,Procyon lotor,parasiteOf,directed
1224198,Paragonimus rudis,Procyon lotor,parasiteOf,directed
1224279,Aonchotheca mustelorum,Procyon lotor,parasiteOf,directed
1224303,Acanthocheilonema procyonis,Procyon lotor,parasiteOf,directed
1228939,Mycobacterium fortuitum,Procyon lotor,parasiteOf,directed
1228940,Mycobacterium bovis,Procyon lotor,parasiteOf,directed
1228965,Leptospira icterohaemorrhagiae,Procyon lotor,parasiteOf,directed
1228968,Leptospira canicola,Procyon lotor,parasiteOf,directed
1229282,Atriotaenia incisa,Procyon lotor,parasiteOf,directed
1237577,Coxiella burnetii,Procyon lotor,parasiteOf,directed
1237829,Francisella tularensis,Procyon lotor,parasiteOf,directed
1237948,Ixodes kingi,Procyon lotor,parasiteOf,directed
1238041,Bartonella rochalimae,Procyon lotor,parasiteOf,directed
1527506,Listeria monocytogenes,Procyon lotor,pathogenOf,directed
1541231,Stictodora hancocki,Procyon lotor,parasiteOf,directed
1541761,Mesostephanus appendiculatus,Procyon lotor,parasiteOf,directed
2062565,Stachiella octomaculatus,Procyon lotor,ectoParasiteOf,directed
2388353,Alligator mississippiensis,Procyon lotor,eats,directed
2660084,Canis lupus,Procyon lotor,eats,directed
2685381,Vulpes vulpes,Procyon lotor,eats,directed
2689268,Orthopoxvirus,Procyon lotor,pathogenOf,directed
2689269,Raccoon-associated polyomavirus 2,Procyon lotor,pathogenOf,directed
2695395,Parvovirus,Procyon lotor,pathogenOf,directed
2697802,Canine morbillivirus,Procyon lotor,pathogenOf,directed
2806381,Heterobilharzia americana,Procyon lotor,hasHost,directed
3146436,Aonchotheca putorii,Procyon lotor,endoparasiteOf,directed
3146498,Macracanthorhynchus ingens,Procyon lotor,endoparasiteOf,directed
3147757,Molineus barbatus,Procyon lotor,endoparasiteOf,directed
3148391,Dracunculus insignis,Procyon lotor,endoparasiteOf,directed
3148511,Spirometra mansonoides,Procyon lotor,endoparasiteOf,directed
3148663,Pearsonema plica,Procyon lotor,endoparasiteOf,directed
3148872,Gnathostoma lamothei,Procyon lotor,endoparasiteOf,directed
3148982,Placoconus lotoris,Procyon lotor,endoparasiteOf,directed
3149033,Gnathostoma procyonis,Procyon lotor,endoparasiteOf,directed
3149229,Physaloptera rara,Procyon lotor,endoparasiteOf,directed
3149299,Dioctophyma renale,Procyon lotor,endoparasiteOf,directed
3215498,Baylisascaris procyonis,Procyon lotor,hasHost,directed
3215611,Mesostephanus appendiculatoides,Procyon lotor,hasHost,directed
3215642,Stictodora hancocki,Procyon lotor,hasHost,directed
3215945,Probolocoryphe uca,Procyon lotor,hasHost,directed
3216147,Culex tarsalis,Procyon lotor,preysOn,directed
3216185,Aedes taeniorhynchus,Procyon lotor,preysOn,directed
3502192,Plusaetis dolens,Procyon lotor,hasHost,directed
3502193,Amblyomma ovale,Procyon lotor,hasHost,directed
3520159,Wardius zibethicus,Procyon lotor,parasiteOf,directed
3520839,Uncinaria lotoris,Procyon lotor,parasiteOf,directed
3523910,Toxascaris procyonis,Procyon lotor,parasiteOf,directed
3528149,Synhimantus longigutturatus,Procyon lotor,parasiteOf,directed
3531583,Microphallus papillorobustus,Procyon lotor,parasiteOf,directed
3534928,Rhigonema infecta,Procyon lotor,parasiteOf,directed
3542204,Physaloptera torquata,Procyon lotor,parasiteOf,directed
3543248,Pharyngostomoides ovalis,Procyon lotor,parasiteOf,directed
3545848,Pachysentis canicola,Procyon lotor,parasiteOf,directed
3549783,Oochoristica procyonis,Procyon lotor,parasiteOf,directed
3557699,Molineus felineus,Procyon lotor,parasiteOf,directed
3557713,Molineus elegans,Procyon lotor,parasiteOf,directed
3558357,Metorchis complexus,Procyon lotor,parasiteOf,directed
3559276,Mesocestoides corti,Procyon lotor,parasiteOf,directed
3562379,Leucochloridiomorpha constantiae,Procyon lotor,parasiteOf,directed
3563388,Lagochilascaris procyonis,Procyon lotor,parasiteOf,directed
3563391,Lagochilascaris major,Procyon lotor,parasiteOf,directed
3564380,Ixodes sculptus,Procyon lotor,parasiteOf,directed
3564482,Ixodes ricinus,Procyon lotor,parasiteOf,directed
3564585,Ixodes diversifossus,Procyon lotor,parasiteOf,directed
3564627,Ixodes banksi,Procyon lotor,parasiteOf,directed
3568238,Oligacanthorhynchus tumidus,Procyon lotor,parasiteOf,directed
3569777,Haemobartonella procyoni,Procyon lotor,parasiteOf,directed
3571924,Gnathostoma spinigerum,Procyon lotor,parasiteOf,directed
3571990,Gnathostoma neoprocyonis,Procyon lotor,parasiteOf,directed
3573229,Filaria martis,Procyon lotor,parasiteOf,directed
3578031,Dracunculus medinensis,Procyon lotor,parasiteOf,directed
3580353,Dipetalonema llewellyni,Procyon lotor,parasiteOf,directed
3582833,Dermacentor occidentalis,Procyon lotor,parasiteOf,directed
3586857,Crenosoma striatum,Procyon lotor,parasiteOf,directed
3589258,Concinnum procyonis,Procyon lotor,parasiteOf,directed
3590621,Chandleronema longigutturata,Procyon lotor,parasiteOf,directed
3593003,Centrorhynchus wardae,Procyon lotor,parasiteOf,directed
3593358,Carneophallus choanophallus,Procyon lotor,parasiteOf,directed
3593362,Carneophallus basodactylophallus,Procyon lotor,parasiteOf,directed
3594299,Capillaria aerophila,Procyon lotor,parasiteOf,directed
3595518,Brachylaima virginiana,Procyon lotor,parasiteOf,directed
3597313,Babesia procyoni,Procyon lotor,parasiteOf,directed
3597968,Ascocotyle pachycystis,Procyon lotor,parasiteOf,directed
3598643,Ascaris columnaris,Procyon lotor,parasiteOf,directed
3601447,Ancylostoma caninum,Procyon lotor,parasiteOf,directed
3605933,Strongyloides procyonis,Procyon lotor,hasHost,directed
3607464,Stachiella octomaculatus,Procyon lotor,hasHost,directed
3609723,Raccoonpox virus,Procyon lotor,hasHost,directed
3635844,Contracaecum spiculigerum,Procyon lotor,hasHost,directed
3641083,Rabies virus,Procyon lotor,hasHost,directed
3719315,Canine distemper virus,Procyon lotor,hasHost,directed
3751629,Dermacentor variabilis,Procyon lotor,hasHost,directed
3754803,Ixodes scapularis,Procyon lotor,hasHost,directed
3761394,Toxoplasma gondii,Procyon lotor,hasHost,directed
3762102,Trypanosoma cruzi,Procyon lotor,hasHost,directed
3767235,Feline panleukopenia virus,Procyon lotor,hasHost,directed
3767790,Anaplasma bovis,Procyon lotor,hasHost,directed
3778977,Trichinella spiralis,Procyon lotor,hasHost,directed
3793559,Amblyomma americanum,Procyon lotor,hasHost,directed
3800075,Ixodes texanus,Procyon lotor,hasHost,directed
3802342,Ehrlichia chaffeensis,Procyon lotor,hasHost,directed
3806676,Mycobacterium bovis,Procyon lotor,hasHost,directed
3807853,Cryptosporidium parvum,Procyon lotor,hasHost,directed
3808348,Dracunculus insignis,Procyon lotor,hasHost,directed
3811712,Enterocytozoon bieneusi,Procyon lotor,hasHost,directed
3814603,Trichinella pseudospiralis,Procyon lotor,hasHost,directed
3829991,Isthmiophora hortensis,Procyon lotor,hasHost,directed
3843816,Babesia microti,Procyon lotor,hasHost,directed
3860515,Gnathostoma lamothei,Procyon lotor,hasHost,directed
3861749,Sarcocystis neurona,Procyon lotor,hasHost,directed
3864099,Taenia taeniaeformis,Procyon lotor,hasHost,directed
3871404,Borrelia burgdorferi,Procyon lotor,hasHost,directed
582002,Procyon lotor,Astrocaryum mexicanum,eats,directed
582200,Procyon lotor,Sabal palmetto,eats,directed
1542752,Procyon lotor,Anas platyrhynchos,preysOn,directed
1542754,Procyon lotor,Fulica americana,preysOn,directed
1542756,Procyon lotor,Uca crenulata,preysOn,directed
1542757,Procyon lotor,Pachygrapsus crassipes,preysOn,directed
1542758,Procyon lotor,Hemigrapsus oregonensis,preysOn,directed
2658962,Procyon lotor,Passer domesticus,eats,directed
2658977,Procyon lotor,Larus californicus,eats,directed
2659069,Procyon lotor,Glaucomys volans,eats,directed
2659163,Procyon lotor,Pandion haliaetus,eats,directed
2659224,Procyon lotor,Pseudacris triseriata,eats,directed
2659255,Procyon lotor,Columbina inca,eats,directed
2659265,Procyon lotor,Aythya americana,eats,directed
2659272,Procyon lotor,Aix sponsa,eats,directed
2659311,Procyon lotor,Anaxyrus americanus,eats,directed
2659430,Procyon lotor,Strix varia,eats,directed
2659463,Procyon lotor,Megascops asio,eats,directed
2659497,Procyon lotor,Zapus princeps,eats,directed
2659547,Procyon lotor,Trachemys scripta,eats,directed
2659587,Procyon lotor,Ardea alba,eats,directed
2659636,Procyon lotor,Chrysemys picta,eats,directed
2659689,Procyon lotor,Colaptes auratus,eats,directed
2659730,Procyon lotor,Megaceryle alcyon,eats,directed
2659750,Procyon lotor,Eremophila alpestris,eats,directed
2659877,Procyon lotor,Lepomis macrochirus,eats,directed
2659890,Procyon lotor,Plecotus rafinesquii,eats,directed
2659925,Procyon lotor,Plestiodon fasciatus,eats,directed
2659930,Procyon lotor,Carpodacus mexicanus,eats,directed
2660116,Procyon lotor,Ictinia mississippiensis,eats,directed
2660139,Procyon lotor,Agelaius phoeniceus,eats,directed
2660213,Procyon lotor,Wilsonia citrina,eats,directed
2660299,Procyon lotor,Catharus guttatus,eats,directed
2660377,Procyon lotor,Corvus caurinus,eats,directed
2660454,Procyon lotor,Neurotrichus gibbsii,eats,directed
2660501,Procyon lotor,Arborimus longicaudus,eats,directed
2660504,Procyon lotor,Egretta tricolor,eats,directed
2660546,Procyon lotor,Egretta thula,eats,directed
2660582,Procyon lotor,Ondatra zibethicus,eats,directed
2660585,Procyon lotor,Butorides virescens,eats,directed
2660879,Procyon lotor,Dipodomys compactus,eats,directed
2660957,Procyon lotor,Plethodon cinereus,eats,directed
2661023,Procyon lotor,Alligator mississippiensis,eats,directed
2661068,Procyon lotor,Ambystoma annulatum,eats,directed
2661176,Procyon lotor,Chelydra serpentina,eats,directed
2661217,Procyon lotor,Fulica americana,eats,directed
2661224,Procyon lotor,Gallinula chloropus,eats,directed
2661258,Procyon lotor,Dendroica petechia,eats,directed
2661291,Procyon lotor,Megascops kennicottii,eats,directed
2661307,Procyon lotor,Lampropeltis triangulum,eats,directed
2661392,Procyon lotor,Thamnophis butleri,eats,directed
2661398,Procyon lotor,Thamnophis sirtalis,eats,directed
2661484,Procyon lotor,Storeria occipitomaculata,eats,directed
2661724,Procyon lotor,Podilymbus podiceps,eats,directed
2661822,Procyon lotor,Zenaida asiatica,eats,directed
2661877,Procyon lotor,Anas cyanoptera,eats,directed
2661878,Procyon lotor,Mycteria americana,eats,directed
2661892,Procyon lotor,Eptesicus fuscus,eats,directed
2661894,Procyon lotor,Nycticeius humeralis,eats,directed
2661906,Procyon lotor,Anas strepera,eats,directed
2661909,Procyon lotor,Anas acuta,eats,directed
2661916,Procyon lotor,Anas fulvigula,eats,directed
2685365,Procyon lotor,Hyla squirella,eats,directed
2685375,Procyon lotor,Sigmodon hispidus,eats,directed
2685378,Procyon lotor,Cicindela scutellaris,eats,directed
2685406,Procyon lotor,Rynchops niger,eats,directed
2685414,Procyon lotor,Serenoa repens,eats,directed
2685419,Procyon lotor,Quercus geminata,eats,directed
2685422,Procyon lotor,Smilax auriculata,eats,directed
2685436,Procyon lotor,Ocypode quadrata,eats,directed
2685440,Procyon lotor,Caretta caretta,eats,directed
3216226,Procyon lotor,Portunion conformis,preysOn,directed
3216498,Procyon lotor,Nerocila californica,preysOn,directed
3216501,Procyon lotor,Charadrius vociferus,preysOn,directed
3216506,Procyon lotor,Ergasilus auritus,preysOn,directed
3216509,Procyon lotor,Spirocamallanus pereirai,preysOn,directed
3216516,Procyon lotor,Mesostephanus appendiculatoides,preysOn,directed
3216517,Procyon lotor,Cloacitrema michiganense,preysOn,directed
3216518,Procyon lotor,Probolocoryphe uca,preysOn,directed
3216519,Procyon lotor,Himasthla rhigedana,preysOn,directed
3216520,Procyon lotor,Parorchis acanthus,preysOn,directed
3216523,Procyon lotor,Pygidiopsoides spindalis,preysOn,directed
3216524,Procyon lotor,Stictodora hancocki,preysOn,directed
3216525,Procyon lotor,Phocitremoides ovale,preysOn,directed
189446,Bubo virginianus,Gallus gallus,eats,directed
189448,Bubo virginianus,Mus musculus,eats,directed
189458,Bubo virginianus,Megascops asio,eats,directed
189462,Bubo virginianus,Rattus norvegicus,eats,directed
189469,Bubo virginianus,Cyanocitta cristata,eats,directed
189470,Bubo virginianus,Corvus brachyrhynchos,eats,directed
189489,Bubo virginianus,Bonasa umbellus,eats,directed
189502,Bubo virginianus,Columba livia,eats,directed
189512,Bubo virginianus,Sciurus niger,eats,directed
189515,Bubo virginianus,Plectrophenax nivalis,eats,directed
189557,Bubo virginianus,Aythya marila,eats,directed
189558,Bubo virginianus,Gallinula chloropus,eats,directed
189559,Bubo virginianus,Turdus migratorius,eats,directed
189575,Bubo virginianus,Agelaius phoeniceus,eats,directed
189576,Bubo virginianus,Melospiza melodia,eats,directed
189587,Bubo virginianus,Euphagus carolinus,eats,directed
189604,Bubo virginianus,Ondatra zibethicus,eats,directed
189611,Bubo virginianus,Podilymbus podiceps,eats,directed
189612,Bubo virginianus,Anas platyrhynchos,eats,directed
189615,Bubo virginianus,Tringa flavipes,eats,directed
189715,Bubo virginianus,Asio otus,eats,directed
189765,Bubo virginianus,Rallus elegans,eats,directed
197581,Bubo virginianus,Sigmodon hispidus,eats,directed
197582,Bubo virginianus,Chaetodipus hispidus,eats,directed
197583,Bubo virginianus,Neotoma micropus,eats,directed
197584,Bubo virginianus,Rattus rattus,eats,directed
197595,Bubo virginianus,Cryptotis parva,eats,directed
197640,Bubo virginianus,Tympanuchus phasianellus,eats,directed
197644,Bubo virginianus,Lepus americanus,eats,directed
197720,Bubo virginianus,Euphagus cyanocephalus,eats,directed
197722,Bubo virginianus,Tadarida brasiliensis,eats,directed
197723,Bubo virginianus,Mustela frenata,eats,directed
197738,Bubo virginianus,Sylvilagus floridanus,eats,directed
197880,Bubo virginianus,Lepus townsendii,eats,directed
197936,Bubo virginianus,Cyprinus carpio,eats,directed
197940,Bubo virginianus,Sturnella neglecta,eats,directed
197941,Bubo virginianus,Tyto alba,eats,directed
197942,Bubo virginianus,Charadrius vociferus,eats,directed
197943,Bubo virginianus,Fulica americana,eats,directed
197944,Bubo virginianus,Phasianus colchicus,eats,directed
197949,Bubo virginianus,Microtus montanus,eats,directed
197950,Bubo virginianus,Neotoma cinerea,eats,directed
197951,Bubo virginianus,Peromyscus maniculatus,eats,directed
197952,Bubo virginianus,Reithrodontomys megalotis,eats,directed
197953,Bubo virginianus,Dipodomys ordii,eats,directed
197954,Bubo virginianus,Perognathus parvus,eats,directed
197955,Bubo virginianus,Thomomys talpoides,eats,directed
197956,Bubo virginianus,Urocitellus washingtoni,eats,directed
197957,Bubo virginianus,Sylvilagus nuttallii,eats,directed
198040,Bubo virginianus,Elgaria multicarinata,eats,directed
198041,Bubo virginianus,Cnemidophorus tesselatus,eats,directed
198042,Bubo virginianus,Sceloporus occidentalis,eats,directed
198043,Bubo virginianus,Eumeces gilberti,eats,directed
198044,Bubo virginianus,Lampropeltis getula,eats,directed
198045,Bubo virginianus,Crotalus viridis,eats,directed
198046,Bubo virginianus,Masticophis lateralis,eats,directed
198047,Bubo virginianus,Pituophis catenifer,eats,directed
198048,Bubo virginianus,Icterus bullockii,eats,directed
198050,Bubo virginianus,Melanerpes formicivorus,eats,directed
198051,Bubo virginianus,Sialia mexicana,eats,directed
198052,Bubo virginianus,Pipilo maculatus,eats,directed
198054,Bubo virginianus,Falco sparverius,eats,directed
198056,Bubo virginianus,Colaptes cafer,eats,directed
198058,Bubo virginianus,Aphelocoma coerulescens,eats,directed
198059,Bubo virginianus,Haemorhous mexicanus,eats,directed
198061,Bubo virginianus,Callipepla californica,eats,directed
198062,Bubo virginianus,Antrozous pallidus,eats,directed
198064,Bubo virginianus,Sciurus griseus,eats,directed
198065,Bubo virginianus,Neotoma fuscipes,eats,directed
198067,Bubo virginianus,Dipodomys heermanni,eats,directed
198068,Bubo virginianus,Thomomys bottae,eats,directed
198070,Bubo virginianus,Spermophilus beecheyi,eats,directed
198071,Bubo virginianus,Microtus californicus,eats,directed
198075,Bubo virginianus,Didelphis virginiana,eats,directed
198076,Bubo virginianus,Spilogale gracilis,eats,directed
198077,Bubo virginianus,Perdix perdix,eats,directed
198078,Bubo virginianus,Colinus virginianus,eats,directed
198099,Bubo virginianus,Zenaida macroura,eats,directed
198100,Bubo virginianus,Colaptes auratus,eats,directed
198101,Bubo virginianus,Quiscalus quiscula,eats,directed
198103,Bubo virginianus,Butorides striata,eats,directed
198104,Bubo virginianus,Aegolius acadicus,eats,directed
198106,Bubo virginianus,Buteo lineatus,eats,directed
198107,Bubo virginianus,Bucephala clangula,eats,directed
198111,Bubo virginianus,Parascalops breweri,eats,directed
198112,Bubo virginianus,Blarina brevicauda,eats,directed
198115,Bubo virginianus,Procyon lotor,eats,directed
198116,Bubo virginianus,Sciurus carolinensis,eats,directed
198117,Bubo virginianus,Tamiasciurus hudsonicus,eats,directed
198118,Bubo virginianus,Glaucomys volans,eats,directed
198119,Bubo virginianus,Microtus pennsylvanicus,eats,directed
198120,Bubo virginianus,Peromyscus leucopus,eats,directed
198575,Bubo virginianus,Microtus ochrogaster,eats,directed
198576,Bubo virginianus,Onychomys leucogaster,eats,directed
203657,Bubo virginianus,Calidris alpina,eats,directed
214963,Bubo virginianus,Pica pica,eats,directed
214964,Bubo virginianus,Eremophila alpestris,eats,directed
214967,Bubo virginianus,Microdipodops megacephalus,eats,directed
214969,Bubo virginianus,Dipodomys microps,eats,directed
214971,Bubo virginianus,Neotoma lepida,eats,directed
214973,Bubo virginianus,Lepus californicus,eats,directed
217301,Bubo virginianus,Phyllotis darwini,eats,directed
217303,Bubo virginianus,Oryctolagus cuniculus,eats,directed
217304,Bubo virginianus,Thylamys elegans,eats,directed
217305,Bubo virginianus,Abrothrix olivaceus,eats,directed
217306,Bubo virginianus,Abrothrix longipilis,eats,directed
217307,Bubo virginianus,Abrocoma bennettii,eats,directed
217390,Bubo virginianus,Sturnus vulgaris,eats,directed
217391,Bubo virginianus,Hylocichla mustelina,eats,directed
217395,Bubo virginianus,Sphyrapicus varius,eats,directed
217397,Bubo virginianus,Coccyzus americanus,eats,directed
217407,Bubo virginianus,Anas rubripes,eats,directed
217418,Bubo virginianus,Condylura cristata,eats,directed
217422,Bubo virginianus,Didelphis marsupialis,eats,directed
515225,Bubo virginianus,Synaptomys cooperi,eats,directed
515508,Bubo virginianus,Reithrodontomys montanus,eats,directed
515512,Bubo virginianus,Scalopus aquaticus,eats,directed
516413,Bubo virginianus,Bubo virginianus,eats,directed
516833,Bubo virginianus,Sylvilagus audubonii,eats,directed
517694,Bubo virginianus,Lemmiscus curtatus,eats,directed
517699,Bubo virginianus,Spermophilus townsendii,eats,directed
517700,Bubo virginianus,Otospermophilus beecheyi,eats,directed
518531,Bubo virginianus,Anas crecca,eats,directed
518532,Bubo virginianus,Aythya americana,eats,directed
518547,Bubo virginianus,Marmota flaviventris,eats,directed
518593,Bubo virginianus,Cynomys ludovicianus,eats,directed
519158,Bubo virginianus,Thomomys townsendii,eats,directed
519508,Bubo virginianus,Zapus trinotatus,eats,directed
519509,Bubo virginianus,Microtus townsendii,eats,directed
519523,Bubo virginianus,Scapanus orarius,eats,directed
519529,Bubo virginianus,Ardea herodias,eats,directed
519549,Bubo virginianus,Neurotrichus gibbsii,eats,directed
