Id,Label,Family,sourceTaxonName,targetTaxonFamilyName
557,Calidris minuta,Scolopacidae,1.0,
558,Calidris minutilla,Scolopacidae,12.0,
559,Calliactis tricolor,Hormathiidae,1.0,
560,Callicebus brunneus,Pitheciidae,1.0,
561,Callicebus cupreus,Pitheciidae,1.0,
562,Callicebus nigrifrons,Pitheciidae,1.0,
563,Callicebus personatus,Pitheciidae,1.0,
564,Callinectes sapidus,Portunidae,3.0,
565,Callipepla californica,Odontophoridae,2.0,
566,Callipepla gambelii,Odontophoridae,3.0,
567,Callipepla squamata,Odontophoridae,1.0,
568,Callisaurus draconoides,Iguanidae,1.0,
569,Callithrix argentata,Callitrichidae,1.0,
570,Callithrix jacchus,Callitrichidae,5.0,
571,Callithrix penicillata,Callitrichidae,1.0,
572,Callithrix pygmaea,Callitrichidae,1.0,
573,Callorhinus ursinus,Otariidae,2.0,
574,Calomys callosus,Muridae,2.0,
575,Camelus bactrianus,Camelidae,1.0,
576,Camelus dromedarius,Camelidae,6.0,
577,Camnula pellucida,Acrididae,1.0,
578,Campeloma decisum,Viviparidae,1.0,
579,Cancer magister,Cancridae,1.0,
580,Cancer productus,Cancridae,1.0,
581,Canis adustus,Canidae,1.0,
582,Canis aureus,Canidae,12.0,
583,Canis latrans,Canidae,53.0,
584,Canis lupus,Canidae,102.0,
585,Canis mesomelas,Canidae,4.0,
586,Canis simensis,Canidae,1.0,
587,Capitella capitata,Capitellidae,3.0,
588,Capra cylindricornis,Bovidae,1.0,
589,Capra hircus,Bovidae,25.0,
590,Capra ibex,Bovidae,5.0,
591,Capreolus capreolus,Cervidae,19.0,
592,Capsicum annuum,Solanaceae,2.0,
593,Capsicum frutescens,Solanaceae,1.0,
594,Caracal caracal,Felidae,1.0,
595,Carassius auratus,Cyprinidae,8.0,
596,Carcinus maenas,Portunidae,3.0,
597,Cardinalis cardinalis,Cardinalidae,2.0,
598,Carex pseudocyperus,Cyperaceae,1.0,
599,Carica papaya,Caricaceae,1.0,
600,Carinoma mutabilis,Carinomidae,2.0,
601,Carnegiea gigantea,Cactaceae,1.0,
602,Carollia perspicillata,Phyllostomidae,1.0,
603,Carpiodes carpio,Catostomidae,1.0,
604,Carpodacus mexicanus,Fringillidae,2.0,
605,Carthamus tinctorius,Asteraceae,1.0,
606,Castor canadensis,Castoridae,5.0,
607,Castor fiber,Castoridae,1.0,
608,Casuarius casuarius,Casuariidae,1.0,
609,Catatropis johnstoni,Notocotylidae,9.0,
610,Cathartes aura,Cathartidae,3.0,
611,Catharus fuscescens,Turdidae,1.0,
612,Catharus guttatus,Turdidae,3.0,
613,Catharus ustulatus,Turdidae,1.0,
614,Catostomus ardens,Catostomidae,1.0,
615,Catostomus catostomus,Catostomidae,3.0,
616,Catostomus clarkii,Catostomidae,1.0,
617,Catostomus commersonii,Catostomidae,3.0,
618,Catostomus insignis,Catostomidae,1.0,
619,Catostomus macrocheilus,Catostomidae,1.0,
620,Catostomus occidentalis,Catostomidae,2.0,
621,Cavia porcellus,Caviidae,5.0,
622,Cebus albifrons,Cebidae,4.0,
623,Cebus apella,Cebidae,6.0,
624,Cebus capucinus,Cebidae,2.0,
625,Celithemis eponina,Libellulidae,1.0,
626,Celtis pallida,Cannabaceae,1.0,
627,Cenchrus incertus,Poaceae,1.0,
628,Centrarchus macropterus,Centrarchidae,1.0,
629,Centrocercus urophasianus,Phasianidae,1.0,
630,Centropomus nigrescens,Centropomidae,2.0,
631,Cepaea hortensis,Helicidae,2.0,
632,Cepaea nemoralis,Helicidae,2.0,
633,Cephalanthus occidentalis,Rubiaceae,2.0,
634,Cephalogonimus americanus,Cephalogonimidae,5.0,
635,Cepphus columba,Alcidae,1.0,
636,Cepphus grylle,Alcidae,1.0,
637,Cerastoderma edule,Cardiidae,1.0,
638,Ceratophyllum demersum,Ceratophyllaceae,6.0,
639,Ceratotherium simum,Rhinocerotidae,4.0,
640,Cerberus rynchops,Colubridae,2.0,
641,Cercocebus torquatus,Cercopithecidae,2.0,
642,Cercopithecus ascanius,Cercopithecidae,1.0,
643,Cercopithecus campbelli,Cercopithecidae,1.0,
644,Cercopithecus cephus,Cercopithecidae,1.0,
645,Cercopithecus diana,Cercopithecidae,2.0,
646,Cercopithecus mona,Cercopithecidae,1.0,
647,Cercopithecus nictitans,Cercopithecidae,1.0,
648,Cercopithecus petaurista,Cercopithecidae,1.0,
649,Cerdocyon thous,Canidae,9.0,
650,Cerithidea californica,Potamididae,18.0,
651,Cerithidea cingulata,Potamididae,1.0,
652,Cerithideopsis pliculosa,Potamididae,1.0,
653,Cerithium lutosum,Cerithiidae,1.0,
654,Cerithium vulgatum,Cerithiidae,1.0,
655,Cerorhinca monocerata,Alcidae,1.0,
656,Cervus albirostris,Cervidae,1.0,
657,Cervus elaphus,Cervidae,28.0,
658,Cervus nippon,Cervidae,16.0,
659,Cervus unicolor,Cervidae,2.0,
660,Chaetodipus baileyi,Heteromyidae,1.0,
661,Chaetodipus formosus,Heteromyidae,1.0,
662,Chaetodipus hispidus,Heteromyidae,1.0,
663,Chaetodipus nelsoni,Heteromyidae,1.0,
664,Chaetodipus penicillatus,Heteromyidae,2.0,
665,Chalcophaps indica,Columbidae,1.0,
666,Chamelea gallina,Veneridae,1.0,
667,Channa argus,Channidae,2.0,
668,Channa lucius,Channidae,2.0,
669,Channa maculata,Channidae,2.0,
670,Channa micropeltes,Channidae,2.0,
671,Channa punctata,Channidae,1.0,
672,Channa striata,Channidae,3.0,
673,Chanodichthys erythropterus,Cyprinidae,1.0,
674,Chara hornemannii,Characeae,1.0,
675,Charadrius semipalmatus,Charadriidae,5.0,
676,Charadrius vociferus,Charadriidae,5.0,
677,Cheilodactylus variegatus,Cheilodactylidae,1.0,
678,Chelonia mydas,Cheloniidae,1.0,
679,Chelydra serpentina,Chelydridae,4.0,
680,Chen caerulescens,Anatidae,2.0,
681,Chen canagica,Anatidae,2.0,
682,Chenopodium album,Amaranthaceae,1.0,
683,Chenopodium leptophyllum,Amaranthaceae,1.0,
684,Chilomycterus schoepfii,Diodontidae,1.0,
685,Chilothorax distinctus,Aphodiidae,2.0,
686,Chilothorax lineolatus,Aphodiidae,2.0,
687,Chinchilla brevicaudata,Chinchillidae,1.0,
688,Chionista fluctifraga,Veneridae,4.0,
689,Chlorocebus aethiops,Cercopithecidae,6.0,
690,Chloropyron maritimum,Orobanchaceae,2.0,
691,Choeronycteris mexicana,Phyllostomidae,1.0,
692,Chondestes grammacus,Emberizidae,1.0,
693,Chondrostoma nasus,Cyprinidae,1.0,
694,Chordeiles minor,Caprimulgidae,3.0,
695,Chorthippus montanus,Acrididae,1.0,
696,Chroicocephalus philadelphia,Laridae,17.0,
697,Chromolaena odorata,Asteraceae,1.0,
698,Chrotogale owstoni,Viverridae,1.0,
699,Chrotopterus auritus,Phyllostomidae,1.0,
700,Chrysemys picta,Emydidae,4.0,
701,Chrysocyon brachyurus,Canidae,8.0,
702,Chrysops atlanticus,Tabanidae,1.0,
703,Cicer arietinum,Fabaceae,1.0,
704,Cichlasoma geddesi,Cichlidae,1.0,
705,Cichlasoma istlanum,Cichlidae,1.0,
706,Cichlasoma trimaculatum,Cichlidae,3.0,
707,Cichlasoma urophthalmum,Cichlidae,3.0,
708,Cicindela scutellaris,Carabidae,2.0,
709,Ciconia ciconia,Ciconiidae,1.0,
710,Cicuta maculata,Apiaceae,1.0,
711,Cigaritis acamas,Lycaenidae,1.0,
712,Circus cyaneus,Accipitridae,4.0,
713,Cirriformia spirabrancha,Cirratulidae,3.0,
714,Citharichthys sordidus,Paralichthyidae,1.0,
715,Citrullus lanatus,Cucurbitaceae,1.0,
716,Civettictis civetta,Viverridae,1.0,
717,Clangula hyemalis,Anatidae,1.0,
718,Clarias batrachus,Clariidae,2.0,
719,Clarias macrocephalus,Clariidae,2.0,
720,Claviceps purpurea,Clavicipitaceae,1.0,
721,Clethrionomys glareolus,Muridae,12.0,
722,Clethrionomys rufocanus,Muridae,4.0,
723,Clethrionomys rutilus,Muridae,8.0,
724,Clevelandia ios,Gobiidae,16.0,
725,Cloacitrema michiganense,Philophthalmidae,13.0,
726,Clupea pallasii,Clupeidae,2.0,
727,Cnemidophorus tesselatus,Teiidae,1.0,
728,Cnemidophorus tigris,Teiidae,2.0,
729,Cnidoscolus texanus,Euphorbiaceae,1.0,
730,Coccyzus americanus,Cuculidae,2.0,
731,Coereba flaveola,Coerebidae,1.0,
732,Colaptes auratus,Picidae,8.0,
733,Colaptes cafer,Picidae,2.0,
734,Colinus virginianus,Odontophoridae,3.0,
735,Colletes fulgidus,Colletidae,1.0,
736,Colobus badius,Cercopithecidae,2.0,
737,Colobus guereza,Cercopithecidae,1.0,
738,Colobus polykomos,Cercopithecidae,2.0,
739,Coluber constrictor,Colubridae,6.0,
740,Columba livia,Columbidae,10.0,
741,Columbina inca,Columbidae,2.0,
742,Condalia hookeri,Rhamnaceae,1.0,
743,Condylura cristata,Talpidae,4.0,
744,Conepatus chinga,Mephitidae,2.0,
745,Conepatus leuconotus,Mephitidae,7.0,
746,Connochaetes taurinus,Bovidae,4.0,
747,Conocephalus dorsalis,Tettigoniidae,1.0,
748,Conocephalus fuscus,Tettigoniidae,1.0,
749,Conus leopardus,Conidae,1.0,
750,Conus litteratus,Conidae,1.0,
751,Conus ventricosus,Conidae,1.0,
752,Copris ochus,Scarabaeidae,2.0,
753,Coragyps atratus,Cathartidae,1.0,
754,Corbicula fluminea,Cyrenidae,1.0,
755,Coregonus autumnalis,Salmonidae,1.0,
756,Coregonus clupeaformis,Salmonidae,1.0,
757,Coregonus hoyi,Salmonidae,1.0,
758,Corophium arenarium,Corophiidae,1.0,
759,Corophium volutator,Corophiidae,1.0,
760,Corvus brachyrhynchos,Corvidae,7.0,
761,Corvus caurinus,Corvidae,4.0,
762,Corvus corax,Corvidae,4.0,
763,Corvus cornix,Corvidae,2.0,
764,Corvus corone,Corvidae,4.0,
765,Corvus coronoides,Corvidae,3.0,
766,Corvus frugilegus,Corvidae,2.0,
767,Corvus mellori,Corvidae,1.0,
768,Corynosoma constrictum,Polymorphidae,3.0,
769,Costoanachis avara,Columbellidae,1.0,
770,Coturnix coturnix,Phasianidae,1.0,
771,Coturnix japonica,Phasianidae,3.0,
772,Crangon crangon,Crangonidae,2.0,
773,Crassostrea gigas,Ostreidae,1.0,
774,Crepidula convexa,Calyptraeidae,1.0,
775,Cricetomys gambianus,Muridae,1.0,
776,Crocuta crocuta,Hyaenidae,4.0,
777,Crotalus atrox,Viperidae,1.0,
778,Crotalus cerastes,Viperidae,1.0,
779,Crotalus oreganus,Viperidae,1.0,
780,Crotalus viridis,Viperidae,4.0,
781,Crotalus willardi,Viperidae,1.0,
782,Crotaphytus collaris,Crotaphytidae,1.0,
783,Croton capitatus,Euphorbiaceae,1.0,
784,Croton glandulosus,Euphorbiaceae,1.0,
785,Croton monanthogynus,Euphorbiaceae,1.0,
786,Croton setiger,Euphorbiaceae,1.0,
787,Cryptocotyle jejuna,Heterophyidae,2.0,
788,Cryptocotyle lingua,Heterophyidae,1.0,
789,Cryptomya californica,Myidae,3.0,
790,Cryptotis parva,Soricidae,2.0,
791,Ctenomys conoveri,Octodontidae,1.0,
792,Ctenopharyngodon idella,Cyprinidae,1.0,
793,Cucumis dipsaceus,Cucurbitaceae,1.0,
794,Cucumis melo,Cucurbitaceae,2.0,
795,Cucurbita foetidissima,Cucurbitaceae,1.0,
796,Culex pipiens,Culicidae,1.0,
797,Culex quinquefasciatus,Culicidae,3.0,
798,Culex tarsalis,Culicidae,4.0,
799,Culter alburnus,Cyprinidae,1.0,
800,Curculio caryae,Curculionidae,1.0,
801,Curcuma longa,Zingiberaceae,1.0,
802,Cyanocitta cristata,Corvidae,7.0,
803,Cyanocitta stelleri,Corvidae,1.0,
804,Cyanopica cyana,Corvidae,1.0,
805,Cyclops strenuus,Cyclopidae,2.0,
806,Cyclops vernalis,Cyclopidae,4.0,
807,Cyclops vicinus,Cyclopidae,2.0,
808,Cyclops viridis,Cyclopidae,4.0,
809,Cygnus buccinator,Anatidae,1.0,
810,Cygnus columbianus,Anatidae,1.0,
811,Cymatogaster aggregata,Embiotocidae,9.0,
812,Cymodopsis montis,Sphaeromatidae,1.0,
813,Cynictis penicillata,Herpestidae,1.0,
814,Cynomys gunnisoni,Sciuridae,1.0,
815,Cynomys leucurus,Sciuridae,3.0,
816,Cynomys ludovicianus,Sciuridae,6.0,
817,Cynomys mexicanus,Sciuridae,1.0,
818,Cynomys parvidens,Sciuridae,1.0,
819,Cynoscion nebulosus,Sciaenidae,3.0,
820,Cyperus erythrorrhizos,Cyperaceae,1.0,
821,Cyperus esculentus,Cyperaceae,2.0,
822,Cyperus odoratus,Cyperaceae,2.0,
823,Cyprinodon variegatus,Cyprinodontidae,3.0,
824,Cyprinus carpio,Cyprinidae,8.0,
825,Cyrtonyx montezumae,Odontophoridae,1.0,
826,Cystophora cristata,Phocidae,1.0,
827,Cyzicus californicus,Cyzicidae,2.0,
828,Dama dama,Cervidae,23.0,
829,Damaliscus lunatus,Bovidae,1.0,
830,Dasyatis sabina,Dasyatidae,1.0,
831,Dasycercus cristicauda,Dasyuridae,1.0,
832,Dasyprocta fuliginosa,Agoutidae,1.0,
833,Dasyprocta leporina,Agoutidae,1.0,
834,Dasypus novemcinctus,Dasypodidae,6.0,
835,Dasyuroides byrnei,Dasyuridae,1.0,
836,Decodon verticillatus,Lythraceae,2.0,
837,Delphinapterus leucas,Monodontidae,1.0,
838,Dendroctonus frontalis,Curculionidae,1.0,
839,Dendrocygna bicolor,Anatidae,1.0,
840,Dendrodrilus rubidus,Lumbricidae,2.0,
841,Dendroica angelae,Parulidae,1.0,
842,Dendroica petechia,Parulidae,4.0,
843,Dendrolagus lumholtzi,Macropodidae,1.0,
844,Dermacentor marginatus,Ixodidae,1.0,
845,Dermacentor reticulatus,Ixodidae,3.0,
846,Dermacentor silvarum,Ixodidae,1.0,
847,Dermacentor variabilis,Ixodidae,1.0,
848,Dermestes maculatus,Curculionidae,2.0,
849,Dermochelys coriacea,Dermochelyidae,1.0,
850,Deroceras agreste,Agriolimacidae,2.0,
851,Deropristis inflata,Deropristidae,2.0,
852,Desmodus rotundus,Phyllostomidae,1.0,
853,Diabrotica undecimpunctata,Chrysomelidae,1.0,
854,Diabrotica virgifera,Chrysomelidae,1.0,
855,Diacyclops bicuspidatus,Cyclopidae,6.0,
856,Diadophis punctatus,Colubridae,2.0,
857,Diceros bicornis,Rhinocerotidae,4.0,
858,Dictyostelium discoideum,Dictyosteliaceae,3.0,
859,Didelphis albiventris,Didelphidae,2.0,
860,Didelphis aurita,Didelphidae,1.0,
861,Didelphis marsupialis,Didelphidae,11.0,
862,Didelphis virginiana,Didelphidae,23.0,
863,Diloma subrostrata,Trochidae,1.0,
864,Diopatra cuprea,Onuphidae,1.0,
865,Diphyes bojani,Diphyidae,1.0,
866,Diphylla ecaudata,Phyllostomidae,1.0,
867,Dipodomys californicus,Heteromyidae,1.0,
868,Dipodomys compactus,Heteromyidae,4.0,
869,Dipodomys deserti,Heteromyidae,2.0,
870,Dipodomys heermanni,Heteromyidae,1.0,
871,Dipodomys ingens,Heteromyidae,2.0,
872,Dipodomys merriami,Heteromyidae,1.0,
873,Dipodomys microps,Heteromyidae,2.0,
874,Dipodomys ordii,Heteromyidae,3.0,
875,Dipodomys venustus,Heteromyidae,3.0,
876,Distichlis spicata,Poaceae,3.0,
877,Dodonaea viscosa,Sapindaceae,1.0,
878,Dolichotis patagonum,Caviidae,1.0,
879,Dolomedes vittatus,Pisauridae,1.0,
880,Dormitator latifrons,Eleotridae,1.0,
881,Dormitator maculatus,Eleotridae,3.0,
882,Dorosoma cepedianum,Clupeidae,2.0,
883,Doryteuthis pealeii,Loliginidae,1.0,
884,Drosophila macquarti,Drosophilidae,3.0,
885,Drymarchon couperi,Colubridae,1.0,
886,Dryocopus pileatus,Picidae,1.0,
887,Dugong dugon,Dugongidae,2.0,
888,Dumetella carolinensis,Mimidae,2.0,
889,Dytiscus alaskanus,Dytiscidae,1.0,
890,Echinochloa crus-galli,Poaceae,1.0,
891,Echinochloa walteri,Poaceae,3.0,
892,Echinostoma trivolvis,Echinostomatidae,3.0,
893,Egretta caerulea,Ardeidae,5.0,
894,Egretta garzetta,Ardeidae,5.0,
895,Egretta intermedia,Ardeidae,2.0,
896,Egretta rufescens,Ardeidae,3.0,
897,Egretta thula,Ardeidae,22.0,
898,Egretta tricolor,Ardeidae,7.0,
899,Eichhornia crassipes,Pontederiaceae,2.0,
900,Eidolon helvum,Pteropodidae,1.0,
901,Eira barbara,Mustelidae,2.0,
902,Elaeis guineensis,Arecaceae,2.0,
903,Elanus axillaris,Accipitridae,1.0,
904,Elaphe obsoleta,Colubridae,1.0,
905,Elaphe quadrivirgata,Colubridae,2.0,
906,Electrona antarctica,Myctophidae,1.0,
907,Eleocharis acicularis,Cyperaceae,1.0,
908,Eleocharis cellulosa,Cyperaceae,1.0,
909,Eleocharis parvula,Cyperaceae,3.0,
910,Eleotris picta,Eleotridae,2.0,
911,Eleotris pisonis,Eleotridae,2.0,
912,Eleotris sandwicensis,Eleotridae,1.0,
913,Elephas maximus,Elephantidae,1.0,
914,Elgaria multicarinata,Anguidae,1.0,
915,Eliomys quercinus,Myoxidae,1.0,
916,Elops saurus,Elopidae,1.0,
917,Emberiza cioides,Emberizidae,1.0,
918,Engraulis mordax,Engraulidae,6.0,
919,Enhydra lutris,Mustelidae,6.0,
920,Enneacanthus gloriosus,Centrarchidae,1.0,
921,Eothenomys cachinus,Cricetidae,1.0,
922,Eothenomys custos,Muridae,1.0,
923,Eothenomys eleusis,Cricetidae,1.0,
924,Ephydra hians,Ephydridae,1.0,
925,Epitheca cynosura,Corduliidae,1.0,
926,Eptesicus brasiliensis,Vespertilionidae,1.0,
927,Eptesicus diminutus,Vespertilionidae,1.0,
928,Eptesicus furinalis,Vespertilionidae,1.0,
929,Eptesicus fuscus,Vespertilionidae,7.0,
930,Eptesicus serotinus,Vespertilionidae,1.0,
931,Equus asinus,Equidae,10.0,
932,Equus burchellii,Equidae,2.0,
933,Equus caballus,Equidae,42.0,
934,Equus ferus,Equidae,4.0,
935,Equus grevyi,Equidae,3.0,
936,Equus hemionus,Equidae,1.0,
937,Equus kiang,Equidae,1.0,
938,Eremophila alpestris,Alaudidae,5.0,
939,Erethizon dorsatum,Erethizontidae,1.0,
940,Erethizon dorsatus,Erethizontidae,2.0,
941,Ergasilus auritus,Ergasilidae,8.0,
942,Erignathus barbatus,Phocidae,5.0,
943,Erimyzon sucetta,Catostomidae,2.0,
944,Erinaceus europaeus,Erinaceidae,6.0,
945,Erithacus rubecula,Muscicapidae,1.0,
946,Erythrocebus patas,Cercopithecidae,1.0,
947,Esox americanus,Esocidae,2.0,
948,Esox lucius,Esocidae,5.0,
949,Esox masquinongy,Esocidae,1.0,
950,Esox niger,Esocidae,2.0,
951,Etroplus maculatus,Cichlidae,1.0,
952,Etroplus suratensis,Cichlidae,1.0,
953,Etrumeus teres,Dussumieriidae,1.0,
954,Eublepharis macularius,Gekkonidae,1.0,
955,Eucyclops serrulatus,Cyclopidae,2.0,
956,Euderma maculatum,Vespertilionidae,1.0,
957,Eudocimus albus,Threskiornithidae,2.0,
958,Eudoxoides spiralis,Diphyidae,1.0,
959,Eudyptula minor,Spheniscidae,2.0,
960,Euhaplorchis californiensis,Heterophyidae,15.0,
961,Eulemur macaco,Lemuridae,2.0,
962,Eulemur rubriventer,Lemuridae,1.0,
963,Eumeces brevirostris,Scincidae,1.0,
964,Eumeces gilberti,Scincidae,1.0,
965,Eumetopias jubatus,Otariidae,2.0,
966,Eumops auripendulus,Molossidae,1.0,
967,Eumops bonariensis,Molossidae,1.0,
968,Eumops glaucinus,Molossidae,1.0,
969,Eumops perotis,Molossidae,1.0,
970,Euonymus japonicus,Celastraceae,1.0,
971,Euphagus carolinus,Icteridae,1.0,
972,Euphagus cyanocephalus,Icteridae,3.0,
973,Euphonia musica,Thraupidae,1.0,
974,Euphorbia bicolor,Euphorbiaceae,1.0,
975,Euphorbia hirta,Euphorbiaceae,1.0,
976,Euphractus sexcinctus,Dasypodidae,1.0,
977,Euthria cornea,Buccinidae,1.0,
978,Eutrema japonicum,Brassicaceae,1.0,
979,Fagopyrum esculentum,Polygonaceae,1.0,
980,Falcipennis canadensis,Phasianidae,5.0,
981,Falco mexicanus,Falconidae,2.0,
982,Falco naumanni,Falconidae,1.0,
983,Falco peregrinus,Falconidae,2.0,
984,Falco rusticolus,Falconidae,1.0,
985,Falco sparverius,Falconidae,2.0,
986,Falco tinnunculus,Falconidae,1.0,
987,Fallopia japonica,Polygonaceae,1.0,
988,Farancia abacura,Colubridae,1.0,
989,Farfantepenaeus aztecus,Penaeidae,1.0,
990,Felis catus,Felidae,30.0,
991,Felis chaus,Felidae,2.0,
992,Felis domesticus,Felidae,2.0,
993,Felis leo,Felidae,2.0,
994,Felis manul,Felidae,1.0,
995,Felis nigripes,Felidae,1.0,
996,Felis silvestris,Felidae,17.0,
997,Ficus carica,Moraceae,1.0,
998,Floridichthys polyommus,Cyprinodontidae,1.0,
999,Forestiera acuminata,Oleaceae,1.0,
1000,Forficula auricularia,Forficulidae,1.0,
1001,Fouquieria splendens,Fouquieriaceae,1.0,
1002,Fratercula cirrhata,Alcidae,1.0,
1003,Fratercula corniculata,Alcidae,1.0,
1004,Fraxinus excelsior,Oleaceae,1.0,
1005,Fregata aquila,Fregatidae,1.0,
1006,Fulica americana,Rallidae,22.0,
1007,Fulica atra,Rallidae,1.0,
1008,Fulmarus glacialis,Procellariidae,1.0,
1009,Fundulus chrysotus,Fundulidae,1.0,
1010,Fundulus confluentus,Fundulidae,1.0,
1011,Fundulus grandis,Fundulidae,2.0,
1012,Fundulus grandissimus,Fundulidae,1.0,
1013,Fundulus heteroclitus,Fundulidae,1.0,
1014,Fundulus parvipinnis,Fundulidae,20.0,
1015,Fundulus persimilis,Fundulidae,1.0,
1016,Fundulus similis,Fundulidae,1.0,
1017,Funisciurus substriatus,Sciuridae,1.0,
1018,Gadus chalcogrammus,Gadidae,1.0,
1019,Gadus macrocephalus,Gadidae,2.0,
1020,Galba truncatula,Lymnaeidae,2.0,
1021,Galerella pulverulenta,Herpestidae,1.0,
1022,Galerella sanguinea,Herpestidae,1.0,
1023,Galictis cuja,Mustelidae,4.0,
1024,Galictis vittata,Mustelidae,4.0,
1025,Galleria mellonella,Pyralidae,8.0,
1026,Gallinago gallinago,Scolopacidae,1.0,
1027,Gallinula chloropus,Rallidae,4.0,
1028,Gallus gallus,Phasianidae,30.0,
1029,Gambelia wislizenii,Crotaphytidae,1.0,
1030,Gambusia affinis,Poeciliidae,4.0,
1031,Gammarus locusta,Gammaridae,1.0,
1032,Gammarus marinus,Gammaridae,1.0,
1033,Gavia immer,Gaviidae,2.0,
1034,Gavia pacifica,Gaviidae,1.0,
1035,Gavia stellata,Gaviidae,1.0,
1036,Gazella gazella,Bovidae,2.0,
1037,Genetta genetta,Viverridae,7.0,
1038,Genyonemus lineatus,Sciaenidae,1.0,
1039,Geococcyx californianus,Cuculidae,3.0,
1040,Geothlypis trichas,Parulidae,1.0,
1041,Gerres oyena,Gerreidae,1.0,
1042,Geukensia demissa,Mytilidae,5.0,
1043,Gila atraria,Cyprinidae,1.0,
1044,Gillichthys mirabilis,Gobiidae,6.0,
1045,Giraffa camelopardalis,Giraffidae,2.0,
1046,Glaucomys sabrinus,Sciuridae,2.0,
1047,Glaucomys volans,Sciuridae,6.0,
1048,Glis glis,Gliridae,1.0,
1049,Globicephala melas,Delphinidae,1.0,
1050,Glomus mosseae,Glomeraceae,1.0,
1051,Glossophaga soricina,Phyllostomidae,2.0,
1052,Glycine max,Fabaceae,3.0,
1053,Gobiesox fluviatilis,Gobiesocidae,1.0,
1054,Gobio gobio,Cyprinidae,2.0,
1055,Gobiomorus dormitor,Eleotridae,4.0,
1056,Gobiomorus maculatus,Eleotridae,2.0,
1057,Goose paramyxovirus SF02,Paramyxoviridae,1.0,
1058,Gopherus polyphemus,Testudinidae,2.0,
1059,Gorilla beringei,Hominidae,2.0,
1060,Gorilla gorilla,Hominidae,6.0,
1061,Gossypium hirsutum,Malvaceae,1.0,
1062,Grallina cyanoleuca,Monarchidae,1.0,
1063,Graptemys pseudogeographica,Emydidae,2.0,
1064,Grus americana,Gruidae,1.0,
1065,Grus canadensis,Gruidae,1.0,
1066,Gryllus pennsylvanicus,Gryllidae,2.0,
1067,Gulo gulo,Mustelidae,5.0,
1068,Gymnocephalus cernua,Percidae,1.0,
1069,Gymnocephalus schraetser,Percidae,1.0,
1070,Gymnorhina tibicen,Cracticidae,1.0,
1071,Gymnura australis,Gymnuridae,1.0,
1072,Haemaphysalis concinna,Ixodidae,4.0,
1073,Haemaphysalis longicornis,Ixodidae,4.0,
1074,Haemaphysalis punctata,Ixodidae,1.0,
1075,Haematopus bachmani,Haematopodidae,1.0,
1076,Haemopis sanguisuga,Haemopidae,1.0,
1077,Haemorhous mexicanus,Fringillidae,2.0,
1078,Haliaeetus leucocephalus,Accipitridae,2.0,
1079,Halichoerus grypus,Phocidae,4.0,
1080,Halictus ligatus,Halictidae,1.0,
1081,Halictus tripartitus,Halictidae,1.0,
1082,Halodule beaudettei,Cymodoceaceae,1.0,
1083,Halodule wrightii,Cymodoceaceae,2.0,
1084,Haminoea vesicula,Haminoeidae,4.0,
1085,Harengula jaguana,Clupeidae,1.0,
1086,Helianthus annuus,Asteraceae,2.0,
1087,Helicoverpa armigera,Noctuidae,1.0,
1088,Helicoverpa zea,Noctuidae,1.0,
1089,Heliosciurus ruwenzorii,Sciuridae,1.0,
1090,Helix pomatia,Helicidae,2.0,
1091,Hemibagrus microphthalmus,Bagridae,1.0,
1092,Hemibarbus maculatus,Cyprinidae,1.0,
1093,Hemiculter leucisculus,Cyprinidae,1.0,
1094,Hemidactylus turcicus,Gekkonidae,3.0,
1095,Hemigrapsus oregonensis,Varunidae,14.0,
1096,Hemilepidotus hemilepidotus,Cottidae,1.0,
1097,Hemitragus hylocrius,Bovidae,1.0,
1098,Hermetia illucens,Stratiomyidae,1.0,
1099,Hermodice carunculata,Amphinomidae,1.0,
1100,Herpestes ichneumon,Herpestidae,5.0,
1101,Herpestes javanicus,Herpestidae,1.0,
1102,Heterandria formosa,Poeciliidae,1.0,
1103,Heteranthera dubia,Pontederiaceae,1.0,
1104,Heterocampa astarte,Notodontidae,1.0,
1105,Heteromys desmarestianus,Heteromyidae,1.0,
1106,Heterophoxus stephenseni,Phoxocephalidae,1.0,
1107,Hexagrammos lagocephalus,Hexagrammidae,1.0,
1108,Hexaplex trunculus,Muricidae,1.0,
1109,Himantopus mexicanus,Recurvirostridae,2.0,
1110,Himasthla continua,Echinostomatidae,2.0,
1111,Himasthla elongata,Echinostomatidae,1.0,
1112,Himasthla interrupta,Echinostomatidae,2.0,
1113,Himasthla rhigedana,Echinostomatidae,13.0,
1114,Hippoglossoides elassodon,Pleuronectidae,1.0,
1115,Hippoglossoides platessoides,Pleuronectidae,1.0,
1116,Hippoglossus stenolepis,Pleuronectidae,1.0,
1117,Hippopotamus amphibius,Hippopotamidae,1.0,
1118,Hippotragus niger,Bovidae,2.0,
1119,Hirundo rustica,Hirundinidae,3.0,
1120,Histiotus macrotus,Vespertilionidae,1.0,
1121,Histrionicus histrionicus,Anatidae,2.0,
1122,Holochilus brasiliensis,Muridae,1.0,
1123,Homo sapiens,Hominidae,93.0,
1124,Hoplobatrachus rugulosus,Dicroglossidae,2.0,
1125,Hucho perryi,Salmonidae,1.0,
1126,Hucho taimen,Salmonidae,1.0,
1127,Hyaena hyaena,Hyaenidae,1.0,
1128,Hyalella azteca,Hyalellidae,1.0,
